,d_loss,g_loss
0,0.2671111226081848,0.057560693472623825
1,0.12376943975687027,0.603019118309021
2,0.09382909536361694,0.45394623279571533
3,0.1569511890411377,0.5090764760971069
4,0.21598264575004578,0.4502502679824829
5,0.22276979684829712,0.3198640048503876
6,0.25018420815467834,0.30729734897613525
7,0.21883419156074524,0.2910890579223633
8,0.22471465170383453,0.3233756422996521
9,0.20679758489131927,0.26365312933921814
10,0.21079301834106445,0.24145005643367767
11,0.19423244893550873,0.2232302576303482
12,0.21884725987911224,0.23032477498054504
13,0.20008045434951782,0.26597997546195984
14,0.1591414511203766,0.25133955478668213
15,0.10767389833927155,0.14157430827617645
16,0.15360674262046814,0.036711253225803375
17,0.19326865673065186,0.0785285234451294
18,0.19008970260620117,0.07267339527606964
19,0.10166918486356735,0.023781485855579376
20,0.11687156558036804,0.0058127338998019695
21,0.11130861937999725,0.014724057167768478
22,0.0960712879896164,0.011990940198302269
23,0.13726906478405,0.12746155261993408
24,0.18148548901081085,0.2979050576686859
25,0.22373521327972412,0.19166457653045654
26,0.21130377054214478,0.3632533550262451
27,0.16828009486198425,0.21909190714359283
28,0.202082097530365,0.21406394243240356
29,0.20963558554649353,0.2727951407432556
30,0.22642609477043152,0.2374984174966812
31,0.17901365458965302,0.14260318875312805
32,0.22738169133663177,0.23308917880058289
33,0.24610334634780884,0.36665162444114685
34,0.21695655584335327,0.2765568494796753
35,0.23732632398605347,0.24781076610088348
36,0.24855470657348633,0.10208029299974442
37,0.21817761659622192,0.26614439487457275
38,0.2027643620967865,0.3739590346813202
39,0.22947794198989868,0.3336337208747864
40,0.24776263535022736,0.3224239647388458
41,0.2247437834739685,0.3320010304450989
42,0.20309270918369293,0.3586727976799011
43,0.23593021929264069,0.26787781715393066
44,0.21334680914878845,0.27331262826919556
45,0.21827398240566254,0.30228373408317566
46,0.2533959150314331,0.3062506914138794
47,0.23641180992126465,0.28252464532852173
48,0.22639988362789154,0.29911869764328003
49,0.23064258694648743,0.2596191167831421
50,0.2274969518184662,0.25857800245285034
51,0.2198323905467987,0.26671600341796875
52,0.22677575051784515,0.23157738149166107
53,0.2005884051322937,0.25226545333862305
54,0.1710706651210785,0.14342530071735382
55,0.17808109521865845,0.15378253161907196
56,0.22392424941062927,0.09630128741264343
57,0.19123762845993042,0.2952829897403717
58,0.17706964910030365,0.3287697434425354
59,0.15524591505527496,0.16124124825000763
60,0.16098925471305847,0.10237095504999161
61,0.14198081195354462,0.06607351452112198
62,0.134498730301857,0.02542862296104431
63,0.13586096465587616,0.010098949074745178
64,0.0830475240945816,0.010406289249658585
65,0.10795588046312332,0.0023765829391777515
66,0.11436906456947327,0.020235180854797363
67,0.16032302379608154,0.11986299604177475
68,0.18613167107105255,0.1614573895931244
69,0.13113079965114594,0.017539825290441513
70,0.12115692347288132,0.03079865872859955
71,0.19117280840873718,0.04517349228262901
72,0.15947972238063812,0.06288174539804459
73,0.1933296024799347,0.05307912081480026
74,0.1637241542339325,0.0315859355032444
75,0.1574295461177826,0.04384550824761391
76,0.1307724267244339,0.02094915322959423
77,0.0664757639169693,0.012520207092165947
78,0.03580917790532112,0.0026697665452957153
79,0.07989352196455002,0.0004962768289260566
80,0.07709497958421707,0.0023665903136134148
81,0.10579671710729599,0.007915095426142216
82,0.07394617795944214,0.0032410123385488987
83,0.09874467551708221,0.014517897740006447
84,0.1161581426858902,0.005512440111488104
85,0.11286136507987976,0.011372484266757965
86,0.14309416711330414,0.061849307268857956
87,0.11795027554035187,0.10861097276210785
88,0.1802530139684677,0.1489643156528473
89,0.21972213685512543,0.05214042216539383
90,0.18947573006153107,0.1544037014245987
91,0.18883799016475677,0.07077258825302124
92,0.15679818391799927,0.13505667448043823
93,0.22542300820350647,0.3320147395133972
94,0.22920791804790497,0.40162065625190735
95,0.22927020490169525,0.27696797251701355
96,0.22988957166671753,0.24436311423778534
97,0.21719464659690857,0.24966800212860107
98,0.18600264191627502,0.26674139499664307
99,0.20634810626506805,0.2922183573246002
100,0.2226051390171051,0.264838308095932
101,0.23497068881988525,0.1954718679189682
102,0.19533632695674896,0.18973281979560852
103,0.2438010275363922,0.12204338610172272
104,0.19880816340446472,0.12298358976840973
105,0.21991154551506042,0.07288283109664917
106,0.19708004593849182,0.09448263049125671
107,0.17637783288955688,0.06079462170600891
108,0.09262631833553314,0.06964516639709473
109,0.05487450212240219,0.05032649636268616
110,0.055339306592941284,0.023603197187185287
111,0.05310555547475815,0.004939452279359102
112,0.06552651524543762,0.0021136472932994366
113,0.08980836719274521,0.006041310727596283
114,0.056190624833106995,0.0011380113428458571
115,0.07381241768598557,0.006583750247955322
116,0.03664301708340645,0.0213044174015522
117,0.16560660302639008,0.009882294572889805
118,0.07503972202539444,0.009968641214072704
119,0.12378745526075363,0.05708329379558563
120,0.10137167572975159,0.0167861171066761
121,0.09245915710926056,0.002105178777128458
122,0.06258387863636017,0.0034257005900144577
123,0.08938949555158615,0.013372518122196198
124,0.06703370809555054,0.004291152581572533
125,0.0837746411561966,0.0052825384773314
126,0.12009789794683456,0.0069204592145979404
127,0.1387181282043457,0.06530934572219849
128,0.09496623277664185,0.017803862690925598
129,0.0607743114233017,0.03510025143623352
130,0.05141373351216316,0.013676174916327
131,0.01740555837750435,0.022503100335597992
132,0.021496277302503586,0.00207114452496171
133,0.016887733712792397,0.00040182124939747155
134,0.009185988456010818,0.002013435820117593
135,0.005585310515016317,0.0011163164163008332
136,0.009040824137628078,0.001728041097521782
137,0.026830971240997314,0.004719508811831474
138,0.030783826485276222,0.0008911274489946663
139,0.031186334788799286,0.0002440086391288787
140,0.06672272831201553,0.0005792980082333088
141,0.05201384797692299,0.008285406976938248
142,0.03276372328400612,0.0002746573300100863
143,0.08062256872653961,0.0017918222583830357
144,0.08296208083629608,0.010456147603690624
145,0.11057068407535553,0.0032078546937555075
146,0.21147364377975464,0.03022208996117115
147,0.244981586933136,0.18037289381027222
148,0.18775245547294617,0.11698883771896362
149,0.1322634220123291,0.0819491297006607
150,0.19090209901332855,0.015198841691017151
151,0.1721869856119156,0.22481027245521545
152,0.15800046920776367,0.02512231282889843
153,0.16145697236061096,0.032952263951301575
154,0.15905629098415375,0.04579528421163559
155,0.23520304262638092,0.02813703566789627
156,0.2106192708015442,0.05983852595090866
157,0.1667051911354065,0.19209730625152588
158,0.19281929731369019,0.37691497802734375
159,0.17542824149131775,0.37718549370765686
160,0.18056049942970276,0.14075659215450287
161,0.1924712359905243,0.22169291973114014
162,0.1395738422870636,0.3106590211391449
163,0.13787856698036194,0.1265527904033661
164,0.15588484704494476,0.035478245466947556
165,0.1217760518193245,0.05137655884027481
166,0.15382899343967438,0.054827675223350525
167,0.1738472282886505,0.028480270877480507
168,0.13710562884807587,0.05578497797250748
169,0.1577184796333313,0.016131917014718056
170,0.13318011164665222,0.017618168145418167
171,0.11690536886453629,0.08508161455392838
172,0.11274377256631851,0.013992254622280598
173,0.14677806198596954,0.022542985156178474
174,0.1991877555847168,0.11087003350257874
175,0.1543075293302536,0.2511773705482483
176,0.10124639421701431,0.13199633359909058
177,0.1404881477355957,0.012045435607433319
178,0.10335513949394226,0.01700279861688614
179,0.09377411752939224,0.011146849021315575
180,0.10153062641620636,0.011090906336903572
181,0.06519191712141037,0.0037774345837533474
182,0.0649004802107811,0.011717857792973518
183,0.0750897079706192,0.0025899717584252357
184,0.07641398906707764,0.0190958883613348
185,0.06728973239660263,0.02968967892229557
186,0.051466844975948334,0.06784740090370178
187,0.05797945335507393,0.09390382468700409
188,0.08496139943599701,0.06170003116130829
189,0.10562196373939514,0.009502235800027847
190,0.08697043359279633,0.03347708284854889
191,0.09644424915313721,0.6368170380592346
192,0.07587979733943939,0.3969937562942505
193,0.04417642951011658,0.21063999831676483
194,0.09566248953342438,0.059401147067546844
195,0.0524061918258667,0.5604053735733032
196,0.04617278277873993,0.42472124099731445
197,0.05453949421644211,0.6369325518608093
198,0.045062899589538574,0.4317988157272339
199,0.04393061622977257,0.5355628728866577
